JobTitle,Gender,Age,SalaryUSD,Country,EmploymentStatus,YearsofExperience,Education,EducationIsComputerRelated,EmploymentSector,LookingForAnotherJob,KindsOfTasksPerformed,ToolsUsed
DBA,Male,24,92822,United States,Full time employee,6,Associates (2 years),No,,Yes,"Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,25,92822,United States,Full time employee,6,Associates (2 years),No,,Yes,"Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Female,28,92750,United States,Full time employee,8,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,25,92747,Israel,Full time employee,5,Bachelors (4 years),Yes,,Yes,"On-call 24/7/365, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,92500,United States,Full time employee,4,Associates (2 years),,,Yes,"Manual tasks, On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,22,92500,United States,Full time employee,4,Bachelors (4 years),,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,28,92500,United States,Full time employee,10,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,31,92500,United States,Full time employee,11,Bachelors (4 years),Yes,Federal government,No,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Female,30,92103,United States,Full time employee,10,Bachelors (4 years),Yes,Non-profit,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,20,92100,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,24,92000,Australia,Full time employee,4,Doctorate/PhD,,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,36,92000,Canada,Full time employee,14,Masters,No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,25,92000,Italy,"Independent consultant, contractor, freelancer,  or company owner",7,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,23,92000,United States,Full time employee,3,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,23,92000,United States,Full time employee,5,Associates (2 years),,,No,"Build scripts & automation tools, Manual tasks, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,28,92000,United States,Full time employee,10,Associates (2 years),Yes,,Yes,"Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Manager,Female,30,92000,United States,Full time employee,10,Associates (2 years),,,Yes,"Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,20,92000,United States,Full time employee,2,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Manager,Male,20,92000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,23,92000,United States,Full time employee,5,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
Data Engineer,Male,23,92000,United States,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,52,92000,United States,Full time employee,6,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,26,92000,United States,Full time employee,8,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,27,92000,United States,Full time employee,7,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Male,29,92000,United States,Full time employee,11,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,34,92000,United States,Full time employee,16,Bachelors (4 years),Yes,,No,"Manual tasks, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Female,35,92000,United States,Full time employee,15,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,36,92000,United States,Full time employee,18,Bachelors (4 years),Yes,State/province government,No,"Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,38,92000,United States,Full time employee,18,Bachelors (4 years),No,Non-profit,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,92000,United States,Full time employee,2,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,23,92000,United States,Full time employee,1,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Female,30,92000,United States,Full time employee,8,Masters,Yes,Local government,No,"Build scripts & automation tools, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Female,32,92000,United States,Full time employee,10,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,40,92000,United States,Full time employee,20,Masters,No,,No,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,19,92000,United States,Full time employee,1,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,92000,United States,Full time employee,3,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,92000,United States,Full time employee,4,None (no degree completed),,,No,"Manual tasks, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,91520,United States,Full time employee,1,Bachelors (4 years),No,,No,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,26,91500,United States,Full time employee,6,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,27,91400,Denmark,Full time employee,7,Associates (2 years),,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Female,21,91400,United States,Full time employee,1,Bachelors (4 years),Yes,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
Data Engineer,Female,23,91000,Australia,Full time employee,1,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,35,91000,United States,Full time employee,17,Associates (2 years),Yes,State/province government,Yes,"Build scripts & automation tools, Manual tasks","Microsoft SQL Server, Python"
DBA,Male,20,91000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,20,91000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,23,91000,United States,Full time employee,5,Bachelors (4 years),No,,No,Projects,"Microsoft SQL Server, Python"
Manager,Male,23,91000,United States,Full time employee,5,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,28,91000,United States,Full time employee,10,Bachelors (4 years),Yes,State/province government,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,30,91000,United States,Full time employee,12,Bachelors (4 years),Yes,,Yes,On-call as part of a rotation,"Microsoft SQL Server, Python"
Data Engineer,Male,23,91000,United States,Full time employee,3,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Architect,Female,26,91000,United States,Full time employee,4,Masters,Yes,,Yes,"Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,21,91000,United States,Full time employee,3,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,28,90937,Norway,Full time employee,10,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,26,90900,United States,Full time employee,6,Masters,No,Non-profit,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,25,90875,United States,Full time employee,5,Masters,Yes,Local government,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,28,90756,Canada,Full time employee,10,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,30,90500,Finland,Part time employment,10,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,30,90000,Australia,Full time employee,12,Bachelors (4 years),Yes,Non-profit,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,37,90000,Canada,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,28,90000,Canada,Full time employee,10,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Analyst,Female,38,90000,Germany,Full time employee,17,Masters,No,,Yes,"Build scripts & automation tools, R&D","Microsoft SQL Server, Python"
Data Engineer,Male,19,90000,Germany,Full time employee,1,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,24,90000,India,Full time employee,2,Masters,Yes,,Yes,R&D,"Microsoft SQL Server, Python"
DBA,Male,20,90000,Norway,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, R&D","Microsoft SQL Server, Python"
DBA,Male,28,90000,Norway,Full time employee,10,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,90000,United Kingdom,Full time employee,1,Bachelors (4 years),No,,No,Projects,"Microsoft SQL Server, Python"
DBA,Male,21,90000,United Kingdom,Full time employee,1,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,28,90000,United Kingdom,Full time employee,10,None (no degree completed),No,,No,"Build scripts & automation tools, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,23,90000,United States,Full time employee,1,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,90000,United States,Full time employee,4,Associates (2 years),Yes,,Yes,"On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Manager,Female,23,90000,United States,Full time employee,4,Associates (2 years),Yes,Local government,No,"Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Architect,Male,24,90000,United States,Full time employee,6,Associates (2 years),Yes,Federal government,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,25,90000,United States,Full time employee,7,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,28,90000,United States,Full time employee,10,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,42,90000,United States,Full time employee,24,Associates (2 years),Yes,,Yes,"Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,43,90000,United States,Full time employee,25,Associates (2 years),Yes,State/province government,Yes,"Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,21,90000,United States,Full time employee,0,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
Data Engineer,Male,22,90000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
Manager,Male,21,90000,United States,Full time employee,1,Bachelors (4 years),No,,No,"Build scripts & automation tools, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
Data Analyst,Male,21,90000,United States,Full time employee,1,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management","Microsoft SQL Server, Python"
DBA,Female,21,90000,United States,Full time employee,1,Bachelors (4 years),Yes,Private company,No,"Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,21,90000,United States,Full time employee,2,Bachelors (4 years),No,Local government,No,"Build scripts & automation tools, Manual tasks, R&D","Microsoft SQL Server, Python"
Architect,Male,20,90000,United States,Full time employee,2,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,90000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Female,21,90000,United States,Full time employee,2,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,90000,United States,Full time employee,3,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,90000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,90000,United States,Full time employee,3,Bachelors (4 years),Yes,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,21,90000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,21,90000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Manual tasks, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Male,21,90000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,21,90000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D","Microsoft SQL Server, Python"
Architect,Male,37,90000,United States,Full time employee,4,Bachelors (4 years),No,State/province government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D","Microsoft SQL Server, Python"
DBA,Male,37,90000,United States,Full time employee,4,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,37,90000,United States,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,22,90000,United States,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,23,90000,United States,Full time employee,5,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,26,90000,United States,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,26,90000,United States,Full time employee,5,Bachelors (4 years),Yes,,No,,"Microsoft SQL Server, Python"
DBA,Female,24,90000,United States,Full time employee,5,Bachelors (4 years),No,Student,No,"Build scripts & automation tools, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,52,90000,United States,Full time employee,6,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,54,90000,United States,Full time employee,6,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,25,90000,United States,Full time employee,7,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,25,90000,United States,Full time employee,7,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,27,90000,United States,Full time employee,8,Bachelors (4 years),No,,Yes,"Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,27,90000,United States,Full time employee,9,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,27,90000,United States,Full time employee,9,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Male,28,90000,United States,Full time employee,10,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,28,90000,United States,Full time employee,10,Bachelors (4 years),No,State/province government,No,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,29,90000,United States,Full time employee,10,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,33,90000,United States,Full time employee,15,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,42,90000,United States,Full time employee,24,Bachelors (4 years),No,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,90000,United States,Full time employee,1,Masters,Yes,,Yes,"Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
Manager,Female,22,90000,United States,Full time employee,1,Masters,No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,22,90000,United States,Full time employee,1,Masters,No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,90000,United States,Full time employee,2,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, R&D","Microsoft SQL Server, Python"
DBA,Male,23,90000,United States,Full time employee,3,Masters,Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,23,90000,United States,Full time employee,3,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Male,23,90000,United States,Full time employee,3,Masters,Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,24,90000,United States,Full time employee,4,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,24,90000,United States,Full time employee,4,Masters,No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,25,90000,United States,Full time employee,5,Masters,No,,Yes,"Manual tasks, Meetings & management, R&D","Microsoft SQL Server, Python"
Data Analyst,Female,26,90000,United States,Full time employee,5,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,26,90000,United States,Full time employee,6,Masters,Yes,Local government,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,28,90000,United States,Full time employee,8,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,30,90000,United States,Full time employee,9,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Female,34,90000,United States,Full time employee,13,Masters,No,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management","Microsoft SQL Server, Python"
DBA,Male,20,90000,United States,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Male,22,90000,United States,Full time employee,4,None (no degree completed),No,,Yes,"Build scripts & automation tools, On-call as part of a rotation, R&D","Microsoft SQL Server, Python"
DBA,Male,23,90000,United States,Full time employee,5,None (no degree completed),,,No,"On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,25,90000,United States,Full time employee,7,None (no degree completed),,,Yes,"Build scripts & automation tools, Projects","Microsoft SQL Server, Python"
DBA,Male,26,90000,United States,Full time employee,8,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,90000,United States,Full time employee,8,None (no degree completed),,Non-profit,Yes,"Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,28,90000,United States,Full time employee,10,None (no degree completed),,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
Manager,Male,30,90000,United States,Full time employee,12,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,33,90000,United States,Full time employee,15,None (no degree completed),,,No,"Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,38,90000,United States,Full time employee,20,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,24,89600,United States,Full time employee,6,Bachelors (4 years),Yes,,Yes,"Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Data Engineer,Male,21,89500,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,22,89139,United States,Full time employee,4,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,23,89000,Australia,Full time employee,5,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,21,89000,United Kingdom,Full time employee,3,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,89000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,89000,United States,Full time employee,2,Bachelors (4 years),Yes,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,89000,United States,Full time employee,3,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,37,89000,United States,Full time employee,4,Bachelors (4 years),Yes,Federal government,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,23,89000,United States,Full time employee,5,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,23,89000,United States,Full time employee,5,Bachelors (4 years),Yes,Federal government,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Architect,Male,24,89000,United States,Full time employee,6,Bachelors (4 years),No,Non-profit,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,28,89000,United States,Full time employee,10,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,38,88900,Sweden,Full time employee,20,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,32,88500,Australia,Full time employee,12,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,27,88500,Canada,Full time employee,8,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,88500,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,,"Microsoft SQL Server, Python"
Developer: T-SQL,Female,24,88130,United States,Full time employee,5,Bachelors (4 years),No,,Yes,Meetings & management,"Microsoft SQL Server, Python"
DBA,Male,27,88000,Australia,Full time employee,3,Masters,Yes,,Yes,"Manual tasks, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
